event,reason,step,position,entry_price,exit_price,realized_pips,cost_pips,net_pips,equity_usd,time_in_trade
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,78,1,68.13801501906163,68.13751501906162,-5.000000000023874,1.0,-6.000000000023874,10809.999999989175,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,79,1,67.98800596701068,67.98750596701068,-5.000000000023874,1.0,-6.000000000023874,10749.999999988937,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,80,1,68.17601773790304,68.17551773790304,-5.000000000023874,1.0,-6.000000000023874,10689.999999988699,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,81,1,68.10501978907631,68.1045197890763,-5.000000000023874,1.0,-6.000000000023874,10629.99999998846,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,82,1,67.82901031259388,67.82851031259388,-5.000000000023874,1.0,-6.000000000023874,10569.999999988222,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,83,1,67.51500369679229,67.51450369679229,-5.000000000023874,1.0,-6.000000000023874,10509.999999987984,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,84,1,67.415012167295,67.414512167295,-5.000000000023874,1.0,-6.000000000023874,10449.999999987745,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,85,1,67.21000873083548,67.20950873083548,-5.000000000023874,1.0,-6.000000000023874,10389.999999987507,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,86,1,67.18401413561726,67.18351413561726,-5.000000000023874,1.0,-6.000000000023874,10329.999999987269,0
CLOSE,TP_HIT,87,1,67.19500480570663,67.20700480570663,120.00000000000455,1.0,119.00000000000455,11519.999999987314,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,88,1,67.35000554637645,67.34950554637645,-5.000000000023874,1.0,-6.000000000023874,11459.999999987076,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,89,1,67.05000196323515,67.04950196323514,-5.000000000023874,1.0,-6.000000000023874,11399.999999986838,0
CLOSE,TP_HIT,90,1,66.76501844076246,66.77701844076246,120.00000000000455,1.0,119.00000000000455,12589.999999986883,0
CLOSE,TP_HIT,91,1,66.85400638595614,66.86600638595614,120.00000000000455,1.0,119.00000000000455,13779.999999986929,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,92,1,66.97500800107859,66.97450800107859,-5.000000000023874,1.0,-6.000000000023874,13719.99999998669,0
CLOSE,TP_HIT,93,1,66.83501030568547,66.84701030568547,120.00000000000455,1.0,119.00000000000455,14909.999999986736,0
CLOSE,TP_HIT,94,1,66.8750119369958,66.8870119369958,120.00000000000455,1.0,119.00000000000455,16099.999999986781,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,95,1,67.08001904837631,67.07951904837631,-5.000000000023874,1.0,-6.000000000023874,16039.999999986543,0
CLOSE,SL_HIT,96,1,67.08001604628268,67.07951604628268,-5.000000000023874,1.0,-6.000000000023874,15979.999999986305,0
CLOSE,TP_HIT,97,1,66.90500064451128,66.91700064451128,120.00000000000455,1.0,119.00000000000455,17169.99999998635,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,98,1,66.98501742468486,66.98451742468485,-5.000000000023874,1.0,-6.000000000023874,17109.99999998611,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,99,1,66.95001257950447,66.94951257950447,-5.000000000023874,1.0,-6.000000000023874,17049.99999998587,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,100,1,66.69001632283434,66.68951632283434,-5.000000000023874,1.0,-6.000000000023874,16989.99999998563,0
CLOSE,TP_HIT,101,1,66.64501904850212,66.65701904850212,120.00000000000455,1.0,119.00000000000455,18179.999999985674,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,102,1,66.7000036106905,66.6995036106905,-5.000000000023874,1.0,-6.000000000023874,18119.999999985434,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,103,1,66.72500311667744,66.72450311667744,-5.000000000023874,1.0,-6.000000000023874,18059.999999985193,0
CLOSE,SL_HIT,104,1,66.86501612839093,66.86451612839093,-5.000000000023874,1.0,-6.000000000023874,17999.999999984953,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,105,1,66.78500745858827,66.78450745858827,-5.000000000023874,1.0,-6.000000000023874,17939.999999984713,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,106,1,66.7800052141502,66.77950521415019,-5.000000000023874,1.0,-6.000000000023874,17879.999999984473,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,107,1,66.67501834419657,66.67451834419657,-5.000000000023874,1.0,-6.000000000023874,17819.999999984233,0
CLOSE,TP_HIT,108,1,66.62501073103813,66.63701073103813,120.00000000000455,1.0,119.00000000000455,19009.999999984277,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,109,1,66.76501113901963,66.76451113901963,-5.000000000023874,1.0,-6.000000000023874,18949.999999984037,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,110,1,66.69000702980051,66.68950702980051,-5.000000000023874,1.0,-6.000000000023874,18889.999999983796,0
CLOSE,SL_HIT,111,1,66.55500905082855,66.55450905082854,-5.000000000023874,1.0,-6.000000000023874,18829.999999983556,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,112,1,66.18001325254768,66.17951325254768,-5.000000000023874,1.0,-6.000000000023874,18769.999999983316,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,113,1,65.7750099381515,65.7745099381515,-5.000000000023874,1.0,-6.000000000023874,18709.999999983076,0
CLOSE,SL_HIT,114,1,65.63001371388037,65.62951371388037,-5.000000000023874,1.0,-6.000000000023874,18649.999999982836,0
CLOSE,TP_HIT,115,1,65.38501187286163,65.39701187286163,120.00000000000455,1.0,119.00000000000455,19839.99999998288,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,116,1,65.47500898535971,65.4745089853597,-5.000000000023874,1.0,-6.000000000023874,19779.99999998264,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,117,1,65.34500527139252,65.34450527139252,-5.000000000023874,1.0,-6.000000000023874,19719.9999999824,0
CLOSE,TP_HIT,118,1,65.34501607802595,65.35701607802595,120.00000000000455,1.0,119.00000000000455,20909.999999982443,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,119,1,65.45501792280717,65.45451792280717,-5.000000000023874,1.0,-6.000000000023874,20849.999999982203,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,120,1,65.45500615650857,65.45450615650857,-5.000000000023874,1.0,-6.000000000023874,20789.999999981963,0
CLOSE,SL_HIT,121,1,65.42500245715517,65.42450245715517,-5.000000000023874,1.0,-6.000000000023874,20729.999999981723,0
CLOSE,TP_HIT,122,1,64.99500396424291,65.00700396424291,120.00000000000455,1.0,119.00000000000455,21919.999999981766,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,123,1,65.04501852639743,65.04451852639743,-5.000000000023874,1.0,-6.000000000023874,21859.999999981526,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,124,1,64.87500108675077,64.87450108675077,-5.000000000023874,1.0,-6.000000000023874,21799.999999981286,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,125,1,64.86001610314466,64.85951610314466,-5.000000000023874,1.0,-6.000000000023874,21739.999999981046,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,126,1,64.86000798052928,64.85950798052927,-5.000000000023874,1.0,-6.000000000023874,21679.999999980806,0
CLOSE,TP_HIT,127,1,64.98501712844403,64.99701712844403,120.00000000000455,1.0,119.00000000000455,22869.99999998085,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,128,1,65.0800166291841,65.0795166291841,-5.000000000023874,1.0,-6.000000000023874,22809.99999998061,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,129,1,64.8750156379459,64.8745156379459,-5.000000000023874,1.0,-6.000000000023874,22749.99999998037,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,130,1,64.60601654971894,64.60551654971894,-5.000000000023874,1.0,-6.000000000023874,22689.99999998013,0
CLOSE,TP_HIT,131,1,64.27000295199736,64.28200295199736,120.00000000000455,1.0,119.00000000000455,23879.999999980173,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,132,1,64.60501447951236,64.60451447951236,-5.000000000023874,1.0,-6.000000000023874,23819.999999979933,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,133,1,64.5550057603152,64.5545057603152,-5.000000000023874,1.0,-6.000000000023874,23759.999999979693,0
CLOSE,SL_HIT,134,1,64.69000635789216,64.68950635789216,-5.000000000023874,1.0,-6.000000000023874,23699.999999979453,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,135,1,64.44501773196981,64.44451773196981,-5.000000000023874,1.0,-6.000000000023874,23639.999999979213,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,136,1,64.48000334287299,64.47950334287299,-5.000000000023874,1.0,-6.000000000023874,23579.999999978972,0
CLOSE,TP_HIT,137,1,64.48000135946054,64.49200135946055,120.00000000000455,1.0,119.00000000000455,24769.999999979016,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,138,1,64.60500674080019,64.60450674080019,-5.000000000023874,1.0,-6.000000000023874,24709.999999978776,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,139,1,64.66500897860794,64.66450897860794,-5.000000000023874,1.0,-6.000000000023874,24649.999999978536,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,140,1,64.62001080474873,64.61951080474873,-5.000000000023874,1.0,-6.000000000023874,24589.999999978296,0
CLOSE,SL_HIT,141,1,64.65000561833277,64.64950561833277,-5.000000000023874,1.0,-6.000000000023874,24529.999999978056,0
CLOSE,SL_HIT,142,1,64.49001643555613,64.48951643555613,-5.000000000023874,1.0,-6.000000000023874,24469.999999977816,0
CLOSE,SL_HIT,143,1,64.33001707116905,64.32951707116905,-5.000000000023874,1.0,-6.000000000023874,24409.999999977575,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,144,1,64.1300109256044,64.1295109256044,-5.000000000023874,1.0,-6.000000000023874,24349.999999977335,0
CLOSE,TP_HIT,145,1,64.11501554279205,64.12701554279205,120.00000000000455,1.0,119.00000000000455,25539.99999997738,0
CLOSE,SL_HIT,146,1,64.29000929675622,64.28950929675622,-5.000000000023874,1.0,-6.000000000023874,25479.99999997714,0
CLOSE,SL_HIT,147,1,64.25500806164183,64.25450806164183,-5.000000000023874,1.0,-6.000000000023874,25419.9999999769,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,148,1,64.16501010716148,64.16451010716148,-5.000000000023874,1.0,-6.000000000023874,25359.99999997666,0
CLOSE,TP_HIT,149,1,64.16501257208775,64.17701257208775,120.00000000000455,1.0,119.00000000000455,26549.999999976702,0
CLOSE,TP_HIT,150,1,64.21501419276606,64.22701419276606,120.00000000000455,1.0,119.00000000000455,27739.999999976746,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,151,1,64.31500192666476,64.31450192666476,-5.000000000023874,1.0,-6.000000000023874,27679.999999976506,0
CLOSE,TP_HIT,152,1,64.36000145086005,64.37200145086005,120.00000000000455,1.0,119.00000000000455,28869.99999997655,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,153,1,64.68001778494478,64.67951778494478,-5.000000000023874,1.0,-6.000000000023874,28809.99999997631,0
CLOSE,SL_HIT,154,1,64.61501539476056,64.61451539476056,-5.000000000023874,1.0,-6.000000000023874,28749.99999997607,0
CLOSE,SL_HIT,155,1,64.40500347475782,64.40450347475782,-5.000000000023874,1.0,-6.000000000023874,28689.99999997583,0
CLOSE,SL_HIT,156,1,64.24301122756971,64.24251122756971,-5.000000000023874,1.0,-6.000000000023874,28629.99999997559,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,157,1,64.06501386920246,64.06451386920246,-5.000000000023874,1.0,-6.000000000023874,28569.99999997535,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,158,1,64.04500149289566,64.04450149289566,-5.000000000023874,1.0,-6.000000000023874,28509.99999997511,0
CLOSE,TP_HIT,159,1,64.13001037348349,64.14201037348349,120.00000000000455,1.0,119.00000000000455,29699.999999975153,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,160,1,64.88001312294183,64.87951312294183,-5.000000000023874,1.0,-6.000000000023874,29639.999999974912,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,161,1,64.56500609602027,64.56450609602027,-5.000000000023874,1.0,-6.000000000023874,29579.999999974672,0
CLOSE,TP_HIT,162,1,64.51000697913508,64.52200697913509,120.00000000000455,1.0,119.00000000000455,30769.999999974716,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,163,1,64.89500287092781,64.89450287092781,-5.000000000023874,1.0,-6.000000000023874,30709.999999974476,0
CLOSE,SL_HIT,164,1,64.77001333432707,64.76951333432707,-5.000000000023874,1.0,-6.000000000023874,30649.999999974236,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,165,1,64.55501130309247,64.55451130309247,-5.000000000023874,1.0,-6.000000000023874,30589.999999973996,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,166,1,64.51000357281522,64.50950357281522,-5.000000000023874,1.0,-6.000000000023874,30529.999999973756,0
CLOSE,TP_HIT,167,1,64.5400068817852,64.5520068817852,120.00000000000455,1.0,119.00000000000455,31719.9999999738,0
CLOSE,SL_HIT,168,1,64.6350147926772,64.6345147926772,-5.000000000023874,1.0,-6.000000000023874,31659.99999997356,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,169,1,64.51000989706002,64.50950989706001,-5.000000000023874,1.0,-6.000000000023874,31599.99999997332,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,170,1,64.47800972285107,64.47750972285107,-5.000000000023874,1.0,-6.000000000023874,31539.99999997308,0
CLOSE,SL_HIT,171,1,64.41501645726953,64.41451645726953,-5.000000000023874,1.0,-6.000000000023874,31479.99999997284,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,172,1,64.35001929620665,64.34951929620665,-5.000000000023874,1.0,-6.000000000023874,31419.9999999726,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,173,1,64.4300094837857,64.4295094837857,-5.000000000023874,1.0,-6.000000000023874,31359.99999997236,0
CLOSE,SL_HIT,174,1,64.43500819047026,64.43450819047025,-5.000000000023874,1.0,-6.000000000023874,31299.99999997212,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,175,1,64.25001146757185,64.24951146757185,-5.000000000023874,1.0,-6.000000000023874,31239.99999997188,0
CLOSE,TP_HIT,176,1,64.24501162925108,64.25701162925108,120.00000000000455,1.0,119.00000000000455,32429.999999971922,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,177,1,64.48000448194165,64.47950448194165,-5.000000000023874,1.0,-6.000000000023874,32369.999999971682,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,178,1,64.34500053721523,64.34450053721523,-5.000000000023874,1.0,-6.000000000023874,32309.999999971442,0
CLOSE,TP_HIT,179,1,64.23501613359599,64.24701613359599,120.00000000000455,1.0,119.00000000000455,33499.999999971486,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,180,1,64.56500907132646,64.56450907132646,-5.000000000023874,1.0,-6.000000000023874,33439.999999971245,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,181,1,64.46501276702396,64.46451276702396,-5.000000000023874,1.0,-6.000000000023874,33379.999999971005,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,182,1,64.4950055791448,64.4945055791448,-5.000000000023874,1.0,-6.000000000023874,33319.999999970765,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,183,1,64.54001261534299,64.53951261534299,-5.000000000023874,1.0,-6.000000000023874,33259.999999970525,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,184,1,64.53001030774655,64.52951030774655,-5.000000000023874,1.0,-6.000000000023874,33199.999999970285,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,185,1,64.6050199603763,64.6045199603763,-5.000000000023874,1.0,-6.000000000023874,33139.999999970045,0
CLOSE,SL_HIT,186,1,64.5050157253486,64.5045157253486,-5.000000000023874,1.0,-6.000000000023874,33079.999999969805,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,187,1,64.4350192149151,64.4345192149151,-5.000000000023874,1.0,-6.000000000023874,33019.999999969565,0
CLOSE,TP_HIT,188,1,64.47500556832662,64.48700556832662,120.00000000000455,1.0,119.00000000000455,34209.99999996961,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,189,1,64.52501173225028,64.52451173225028,-5.000000000023874,1.0,-6.000000000023874,34149.99999996937,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,190,1,64.66000124205705,64.65950124205705,-5.000000000023874,1.0,-6.000000000023874,34089.99999996913,0
CLOSE,TP_HIT,191,1,64.62001523348992,64.63201523348992,120.00000000000455,1.0,119.00000000000455,35279.99999996917,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,192,1,64.84500808754026,64.84450808754026,-5.000000000023874,1.0,-6.000000000023874,35219.99999996893,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,193,1,64.79001039521494,64.78951039521493,-5.000000000023874,1.0,-6.000000000023874,35159.99999996869,0
CLOSE,SL_HIT,194,1,64.80000688586428,64.79950688586428,-5.000000000023874,1.0,-6.000000000023874,35099.99999996845,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,195,1,64.72500671514749,64.72450671514748,-5.000000000023874,1.0,-6.000000000023874,35039.99999996821,0
CLOSE,SL_HIT,196,1,64.62500513984712,64.62450513984712,-5.000000000023874,1.0,-6.000000000023874,34979.99999996797,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,197,1,64.47500879928111,64.47450879928111,-5.000000000023874,1.0,-6.000000000023874,34919.99999996773,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,198,1,64.56500419560501,64.56450419560501,-5.000000000023874,1.0,-6.000000000023874,34859.99999996749,0
CLOSE,SL_HIT,199,1,64.47501849950395,64.47451849950394,-5.000000000023874,1.0,-6.000000000023874,34799.99999996725,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,200,1,64.46001035139699,64.45951035139699,-5.000000000023874,1.0,-6.000000000023874,34739.99999996701,0
CLOSE,SL_HIT,201,1,64.42400930601384,64.42350930601384,-5.000000000023874,1.0,-6.000000000023874,34679.99999996677,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,202,1,64.34500155132545,64.34450155132545,-5.000000000023874,1.0,-6.000000000023874,34619.99999996653,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,203,1,64.31600138414169,64.31550138414168,-5.000000000023874,1.0,-6.000000000023874,34559.99999996629,0
CLOSE,TP_HIT,204,1,64.27001466115499,64.28201466115499,120.00000000000455,1.0,119.00000000000455,35749.999999966334,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,205,1,64.3750147728874,64.3745147728874,-5.000000000023874,1.0,-6.000000000023874,35689.999999966094,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,206,1,64.38500872888237,64.38450872888237,-5.000000000023874,1.0,-6.000000000023874,35629.999999965854,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,207,1,64.39501444540733,64.39451444540732,-5.000000000023874,1.0,-6.000000000023874,35569.999999965614,0
CLOSE,SL_AND_TP_SAME_BAR_SL_FIRST,208,1,64.38501063093234,64.38451063093234,-5.000000000023874,1.0,-6.000000000023874,35509.999999965374,0
CLOSE,SL_HIT,209,1,64.35500115491179,64.35450115491179,-5.000000000023874,1.0,-6.000000000023874,35449.99999996513,0
